customer_id,avg_sentiment_score
00012a2ce6f8dcda20d059ce98491703,0.0
0001fd6190edaaf884bcaf3d49edf079,0.0
0004164d20a9e969af783496f3408652,0.0
00050bf6e01e69d5c0fd612f1bcfb69c,0.0
00066ccbe787a588c52bd5ff404590e3,0.0
000e943451fc2788ca6ac98a682f2f49,0.0
0010068a73b7c56da5758c3f9e5c7375,0.0
001051abfcfdbed9f87b4266213a5df1,0.0
0012a5c13793cf51e253f096a7e740dd,0.0
0013cd8e350a7cc76873441e431dd5ee,0.0
001450ebb4a77efb3d68be5f7887cb1e,0.0
00146ad30454993879adaa91c518f68c,0.0
001574cd5824c0b1ea90dd4f4ba6d5b8,0.0
0015bc9fd2d5395446143e8b215d7c75,0.0
0018c09f333634ca9c80d9ff46e43e9c,0.0
0018f7fde63ca77254dbc47f4ea358b2,0.5994
001a57041f56400917a187dd74e6cbc1,0.0
001b4e9b73aa98a6276b241bfd496822,0.0
001df1ee5c36767aa607001ab1a13a06,0.0
001f6f1a5e902ad14e1f709a7215de11,0.0
00205ad9ba1ef4340cef86583294cf82,0.0
002348c1099e3229276c8ad7d4ddc702,-0.3595
002450e9ea44cb90b8a07ba0b197e149,0.0
002554bdf9eb99618d8189c3a89fdd52,0.0
002834b4d901534f48d9e9a72047b288,0.4724
0028ff36263a86bf679df7c863a0a0ba,0.0
002a10e899b62a460b0116e0b68697ad,0.0
002b24cb2cd0c3e575040dbd278885e3,0.3818
002b5342c72978cf0aba6aae1f5d5293,0.0
002d358e2462f87678443706cbf2eb21,0.0
002d597546b2cf44428232c9f237f873,0.0
002ebb669a34b9e79c88efc755e95322,0.0
002fb8fc5ce64f8422fa2fe79986c783,-0.0803
0030aded3a67b29946a128ee8468388e,0.5994
0030fbb95fbe7e61f798a80edb01a8e9,0.0
00314f95a054231742e3c5396b333b88,0.0
0031abfb953b66e998f67b09e7b11375,0.0
0031c1062edf836ef7a7a7ea758b137b,0.0
00331de1659c7f4fb660c8810e6de3f5,0.0
0037d14e53af1d555a582504a4058f4c,0.0
00380c010de38d578d02117f6d0b88e7,0.0
0039b3e41ac6615814a0b44a8992bff5,0.0
003a75d228dc67cb2918e40c2aacc4bf,0.0
003b595c764773e20e0949b6fba7b1dc,0.0
003bc8d06ebed9d146eb9f100d0a89ae,0.0
003c7cadba4f182b9f22d7d5ea7a5003,0.0
003eab528664e1bd677218ef4be086ac,0.0
003f7d92ac63c512bb6584219806f8df,0.0
0040a8417928d0d5abd5169cd7877181,0.0
0041d7b768cb115092fa0f5d55638d06,0.0
00426311a53f3c052943c88b692a3be2,0.0
0042d04ee8231b36dcb29aac213f5db4,0.0
004440537b68545ca3c341d7279bc4c0,0.0
00474d2582fd72663036795b7ab8cfc1,0.0
0049e8442c2a3e4a8d1ff5a9549abd53,0.296
004d41e9bf012c669db1a257888d85a2,0.0
00502500a53243e07961383bf1a6fa82,0.0
0050ee32fbb93383fb0d9e3d8ee89a07,0.0
005196c65bab2861e397cc85bc7664bf,-0.296
005460bea0518c7354f01adf10012184,0.0
0056a2580b5c68cfa6b43c6ef6adbc03,0.0
0058153a752ee674162564afb1191d25,0.0
005e2fff255d3d69e6cfc8c4928d33a9,0.0
00620f738107803e6c0f6818a7a3b7e3,0.0
00624707c8556199de70cac1593e7088,0.0
006496598c918064dc19eef95e5e47f8,0.0
00660e817a39486a37c26b071d0741f8,0.0
0066d0530824a5e8044c71af62dea8d5,0.0
00674fe0f6a6f190bd022dbca99795dc,0.0
006866a6f9ef10d3a85292859c4deae1,0.0
0068a2209e2c7631566539fef4331bf8,0.0
006a5d6b5f648f3811fd4fa94d93a67c,0.0
006ba1709128094a7047a4fa349f9bc8,0.0
006e0e7aa73b77bfcc0c4b2a3f3ab0cc,0.0
006e35001c6c8c65ad4b20a8925d2b9f,-0.296
006fffc5b0accd275de3e3a4b6d0832d,0.0
007182cdc3e8e2d3d4ce0b00b9004630,0.0
0072357d0a3394d268c6abb9e30aaafe,0.0
007732425b3cfb147a3ca928ce907cc1,0.0
0078867a1043bd408c6134cf5ca1bbf5,0.0
00791d8bb3acb245dc0b865656e18fff,0.0
0079368290cd7f161d62e7df9377d8ce,0.0
007a6cde976f335c04a22d7043dd23f0,0.0
007b7f04a35e02745c23ea706492ca20,0.0
007da0ded5420c2ac9cdcdc758841cde,-0.296
007e99fec9d53dfa4e5d8be9c2b36ca7,-0.296
007ff1d42a6a44f0e16e18d2d7d5f72e,0.0
0080e98d82eceee143dc006defe00687,0.0
0083d9cca92e71d03d298721b572a77b,0.0
0088393a302a84e57cc69c9d365f5efa,-0.296
0088395699ea0fcd459bfbef084997db,0.0
008943f202ed451804dfc1c23248eeb0,0.0
0089c34393989276de67746531e0df21,0.5994
008d16b47540f172f75b765d5ea1eed0,0.0
008def95c3ec7f58d2cc8f2b1d2c3feb,0.0
008e75e0f20ba6d6cc41923596b83693,0.0
0090571a7077aaa71825c98f660695df,0.0
0092770b2a1471643d88b60d6b804464,0.0
0092ebfee8043dae610fab832e61acff,0.0
009556b29007b7233895402fac956591,0.0
0095d34ddb16f0d0776fc9f2a341dfcd,0.0
009c825b4f96c0c03731ac38b6e1c6ea,0.0
